pearson_r,pearson_p,pearson_perm_p,spearman_rho,spearman_p,spearman_perm_p,kendall_tau,kendall_p,kendall_perm_p,window,modality,metric
0.010900194403043992,0.9596837438306192,0.9564043595640436,0.13393240160154588,0.5326758561138394,0.5376462353764624,0.10102135422603399,0.5121553289373197,0.5247475252474753,320_480nm,chrom,chrom_total_mean
-0.10137350298909326,0.6374034240886004,0.6357364263573643,-0.22557036059207725,0.28923203585961915,0.28927107289271076,-0.11656310103003922,0.44945182947506124,0.47285271472852713,320_480nm,chrom,chrom_oxidized_mean
0.08817171418228675,0.6820320532404012,0.6815318468153184,0.22204582370782602,0.29703292424928546,0.30786921307869214,0.1476465946380497,0.3380541763261983,0.34026597340265974,320_480nm,chrom,chrom_reduced_mean
-0.02507534723524549,0.9074118860333531,0.9002099790020998,0.014098147537004828,0.947869449455222,0.954004599540046,0.023312620206007842,0.8797660107788519,0.9000099990001,320_480nm,dad,dad_total_mean
-0.04502417749426013,0.834523917460414,0.8395160483951605,-0.22557036059207725,0.28923203585961915,0.29517048295170484,-0.11656310103003922,0.44945182947506124,0.47825217478252174,320_480nm,dad,dad_oxidized_mean
0.024781840767918416,0.9084911703866201,0.9023097690230977,0.10221156964328501,0.6346092005871269,0.6380361963803619,0.06993786061802353,0.6499745574757851,0.6696330366963303,320_480nm,dad,dad_reduced_mean
-0.0026858794285585345,0.990062114188168,0.9903009699030098,0.13393240160154588,0.5326758561138394,0.5411458854114588,0.10102135422603399,0.5121553289373197,0.533946605339466,320_480nm,latent,latent_total_mean
-0.07113465045272277,0.7411714594382866,0.742025797420258,-0.22557036059207725,0.28923203585961915,0.28817118288171184,-0.11656310103003922,0.44945182947506124,0.46425357464253575,320_480nm,latent,latent_oxidized_mean
0.06297448417544385,0.7700332599851192,0.76002399760024,0.22204582370782602,0.29703292424928546,0.29247075292470753,0.1476465946380497,0.3380541763261983,0.36606339366063395,320_480nm,latent,latent_reduced_mean
