window,modality,metric,slope,intercept,r_value,p_value,stderr
320_480nm,chrom,chrom_total_mean,0.02680020147450153,0.7157573113635672,0.010900194403043986,0.9596837438306193,0.5241633763382233
320_480nm,chrom,chrom_oxidized_mean,-0.20357251989107056,0.3828770432676315,-0.10137350298909321,0.6374034240886004,0.4259320104448994
320_480nm,chrom,chrom_reduced_mean,0.31634480394360764,1.2898523670201298,0.08817171418228671,0.6820320532404005,0.7619479893673036
320_480nm,dad,dad_total_mean,-0.11468470936365462,1.3957187297520601,-0.025075347235245498,0.9074118860333528,0.9747890520462462
320_480nm,dad,dad_oxidized_mean,-0.17905511366994203,0.5460915162761368,-0.045024177494260124,0.8345239174604141,0.8470108192477712
320_480nm,dad,dad_reduced_mean,0.09685705723947187,1.7757435857826847,0.02478184076791844,0.9084911703866195,0.8330152799045203
320_480nm,latent,latent_total_mean,-0.0062713889527665646,0.7136116652668514,-0.0026858794285585384,0.990062114188168,0.49781080278270556
320_480nm,latent,latent_oxidized_mean,-0.15182693194824695,0.37959629799117045,-0.07113465045272276,0.7411714594382868,0.45389425864241933
320_480nm,latent,latent_reduced_mean,0.19386305683757102,1.2863540781791798,0.06297448417544385,0.770033259985119,0.65502251109899
